month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
06-13,2.87,0.33,0.08,11.94,0.01,0,7.6,0,10.45,0.08,0.02,0.05,0.03,0,0,5.78,0,0.74,0,0.02,15.16
06-14,0.03,14.51,0.23,3.76,0,1.39,2.71,0.01,0.48,1.32,0,0,0,0.26,0,2.19,0,0.05,0.03,0,2.78
06-15,0.5,8.55,0.35,0,0,0.04,1.62,0,4.56,0.84,0.15,0,0,10.75,0,0.69,0.82,0.1,0.05,0,0.01
06-16,0.09,5.56,0.52,0.04,0.02,0.01,1.73,0.03,6.99,0.02,0,0,0,14.32,0.05,0.44,5.39,0.23,0.31,0.01,0.01
06-17,0,0.42,1.04,0,0.17,0.2,13.28,0.08,8.02,0,0,0,0,1.4,0.19,8.38,8.6,0.03,0,0,0.82
06-18,0.03,5.4,0,0.4,1.49,0.06,11.41,10.49,2.22,0.01,0,0.01,0,0,0.32,0.01,0.5,0.05,0,0.67,4.28
06-19,7.01,0.11,0.01,3.31,10.46,12.91,0.08,8.32,0.89,0,0,0,0.17,0,0.17,0,5.48,0,0,0.32,0.69
06-20,0.87,0.08,0,0.9,0.73,0.05,0.07,12.15,1.9,0,0.87,0,0.04,0,0.16,0.13,1.7,0.01,0,0.18,19.52
06-21,0.04,6.26,0,0,0.38,0.09,0.07,0.75,0.01,0.02,0.8,0,0,0.55,0,0.02,0.15,0,0.16,1.58,46.03
06-22,2.79,0.47,0,12,0.26,0.25,0.13,0,0,0.45,0.11,0,0,33,0,0,11.31,0.21,10.96,5.67,2.54
06-23,0,0.53,0.07,0.09,0.56,0,13.45,0,0,0.01,0,0.06,0.05,1.61,0.01,0.01,5.01,10.85,3.28,1.1,0.02
06-24,0.16,0.36,2.47,0,0.04,0,0.13,0,0,0.07,0,0.34,0.15,3.7,0.13,1.84,2.1,0.1,2.05,0.23,0.01
06-25,0.13,0.75,0.79,0.08,0.01,0.24,0,0,0,0.57,0.07,0.61,0.13,45.67,0,0,0,8.64,0.01,0.76,0
06-26,0.1,3.09,0.01,0.02,0,0.07,0,0,0.14,0.82,0,0.72,0.33,14.01,0.02,0,0.49,0.01,0.13,0.11,0
06-27,0.02,21.97,2.46,0,0.02,25.25,0,0,0.44,18.01,0.01,1.3,0,5.89,0.01,0.02,0.01,0,0.89,0.22,0.03
06-28,0.23,1.1,1.31,0,0.02,9.39,0.02,0.03,6.93,3.99,0.4,0.5,0.2,0.01,0.01,9.1,3.07,0,0,0,0
06-29,0.06,1.51,2.25,0.05,0.14,0.02,0.26,2.51,1.48,0.01,0.17,0.01,0.28,0,0.05,3.58,16.82,0,0.01,0,0
06-30,0,0.45,0.17,0.15,0.11,2.32,0,0,2.26,0,0.22,0,0,0,0.19,0,0.11,0,0.03,0,0
07-01,0,7.72,0.02,0.09,0.09,0.05,0.01,0,0.37,0,0.18,0,0,0.13,3.17,0,0.99,0.12,9.76,0.04,0
07-02,0.02,9.6,0,0.02,0.07,0,0.02,0,0,0.52,4.74,0,0.2,0.28,0.02,0.01,0.03,0,0,0.04,0
07-03,0.01,0.35,0,0.05,0,0.01,0.04,0,0,12.31,0.42,0,5.34,2.91,0.94,0.01,2.68,0,0,0,0
07-04,0.14,0.01,0.05,0.11,0.28,4.41,2.52,0.25,1,6.3,1.23,0,0,10.86,4.14,0,20.68,0,0,0.01,0
07-05,0.01,0.01,0.47,2.88,6.11,0.52,2.9,0.04,1,19,0.09,25.54,0,0.01,23.68,0,2.45,0.05,0,0.02,0
07-06,0.01,0.08,5.04,0.03,1.83,0.42,16.48,0,0,0.19,0,0.01,0,0.41,4.88,0.08,0,0.4,0.22,0.04,0
07-07,0,0.74,3.42,0,0.85,0.02,0.05,0,0,0.12,0,0,0.01,0.2,0.01,0.23,0.17,0,0,0.27,0
07-08,0,0.01,1.76,0,0.16,0,0.01,0.47,0.37,0.12,0.23,1.97,0.14,0.15,0,0,4.16,0,0.04,2.75,0
07-09,0.02,0,0.71,0,0.92,0,0,0.06,0.78,1.08,0.03,1.47,0.03,0.15,0.07,0.11,0.01,0.03,5.03,0.01,0.01
07-10,0,0,0.87,0,0.49,0.01,0.06,0.01,0,0.84,0.01,0,6.22,0.01,0.19,0.07,0.09,0,13.38,0.02,0.01
07-11,1.96,0,23.91,0,0.48,0,0.39,0.14,0,0.09,0.04,7.28,6.73,0,0.06,0.02,0.01,0,1.15,11.55,0
07-12,10.48,0.3,18.14,3.1,17.01,0.02,0,0.02,0,0.1,0,14.11,0.09,0.69,0,0,0,0.54,0,3.22,0
07-13,10.38,0.49,0.02,6.58,0.22,0,0,0,0,0,0.02,0.09,10.08,4.62,0,0,0,0.13,20.12,0,0
